No,CASHTAG,NAME,PRICE,CLOSE,CHG,%CHG,VOLUME,HIGH,LOW,BUY (QTY),SELL (QTY)
852,$PBAH,PBA HLDGS BHD,2.010,2.03,-0.020,-0.990%,159500,2.03,2.01,2.010 (216100),2.020 (32900)
853,$PBSB,PBS,0.160,0.16,0.000,0.000%,53000,0.16,0.16,0.160 (152000),0.165 (78600)
854,$PCCS,PCCS GROUP,0.285,0.32,-0.035,-10.940%,10000,0.29,0.29,0.285 (9000),0.325 (4400)
855,$PDZH,PDZ HOLDINGS,0.035,0.03,0.000,0.000%,10000,0.03,0.03,0.030 (2815500),0.035 (2766500)
856,$PECC,PECCA GROUP BHD,1.420,1.45,-0.030,-2.070%,1041800,1.45,1.42,1.420 (129000),1.430 (222600)
857,$PEGA,PEGASUS HEIGHTS,0.005,0.01,-0.005,-50.000%,294100,0.01,0.01,0.005 (262059000),0.010 (267168500)
858,$PEKA,PEKAT GROUP,1.440,1.43,0.010,0.700%,676300,1.46,1.43,1.440 (44100),1.450 (500200)
859,$PENS,PENSONIC HOLDGS,0.390,0.39,0.000,0.000%,0,0.00,0.00,0.350 (8000),0.390 (109500)
860,$KELG,KELINGTON GROUP,3.980,4.00,-0.030,-0.750%,1250400,4.00,3.95,3.960 (43600),3.970 (18700)
861,$KENH,KEN HOLDINGS BHD,0.495,0.50,0.000,0.000%,0,0.50,0.50,0.445 (20000),0.495 (1300)
862,$KNNK,KENANGA INVEST,0.905,0.91,0.000,0.000%,214800,0.91,0.91,0.905 (20000),0.910 (2400)
863,$KREJ,KERJAYA PROSPEK,2.100,2.09,0.010,0.480%,813100,2.11,2.09,2.090 (124900),2.100 (49400)
864,$KERA,KERJAYA PROSPEK,0.395,0.39,0.005,1.280%,31000,0.40,0.39,0.395 (2000),0.400 (98200)
865,$KESM,KESM INDUSTRIES,2.950,2.90,0.050,1.720%,1000,2.95,2.95,2.890 (1000),2.950 (500)
866,$KGRP,KEY ALLIANCE,0.130,0.12,0.010,8.330%,259800,0.13,0.12,0.125 (101200),0.130 (216300)
867,$KYAC,KEY ASIC BHD,0.040,0.04,0.000,0.000%,3000,0.04,0.04,0.035 (18514100),0.040 (8655700)
868,$KEYF,KEYFIELD INTERN,1.600,1.60,0.000,0.000%,2394200,1.61,1.58,1.580 (147600),1.600 (110000)
869,$KGWG,KGW GROUP,0.130,0.14,-0.005,-3.700%,539000,0.14,0.13,0.130 (167600),0.135 (49400)
870,$KELG,KELINGTON GROUP,3.980,4.00,-0.030,-0.750%,1250400,4.00,3.95,3.960 (43600),3.970 (18700)
871,$KENH,KEN HOLDINGS BHD,0.495,0.50,0.000,0.000%,0,0.50,0.50,0.445 (20000),0.495 (1300)
872,$KNNK,KENANGA INVEST,0.905,0.91,0.000,0.000%,214800,0.91,0.91,0.905 (20000),0.910 (2400)
873,$KREJ,KERJAYA PROSPEK,2.100,2.09,0.010,0.480%,813100,2.11,2.09,2.090 (124900),2.100 (49400)
874,$KERA,KERJAYA PROSPEK,0.395,0.39,0.005,1.280%,31000,0.40,0.39,0.395 (2000),0.400 (98200)
875,$KESM,KESM INDUSTRIES,2.950,2.90,0.050,1.720%,1000,2.95,2.95,2.890 (1000),2.950 (500)
876,$KGRP,KEY ALLIANCE,0.130,0.12,0.010,8.330%,259800,0.13,0.12,0.125 (101200),0.130 (216300)
877,$KYAC,KEY ASIC BHD,0.040,0.04,0.000,0.000%,3000,0.04,0.04,0.035 (18514100),0.040 (8655700)
878,$KEYF,KEYFIELD INTERN,1.600,1.60,0.000,0.000%,2394200,1.61,1.58,1.580 (147600),1.600 (110000)
879,$KGWG,KGW GROUP,0.130,0.14,-0.005,-3.700%,539000,0.14,0.13,0.130 (167600),0.135 (49400)
880,$KHEE,KHEE SAN BHD,0.240,0.24,0.000,0.000%,0,0.24,0.24,0.245 (45500),0.255 (50000)
881,$KHIN,KHIND HOLDINGS,2.200,2.15,0.050,2.330%,100,2.20,2.20,2.000 (100),2.180 (3000)
882,$KHPT,KHPT HOLDINGS,0.115,0.12,-0.005,-4.170%,1316400,0.12,0.11,0.115 (193000),0.120 (910500)
883,$KIAL,KIA LIM BHD,0.400,0.40,0.000,0.000%,0,0.40,0.39,0.380 (15200),0.405 (6000)
884,$KIMH,KIM HIN INDUSTRY,0.845,0.85,0.000,0.000%,244500,0.85,0.85,0.845 (8023000),0.850 (14534300)
885,$KIMI,KIM HIN JOO,0.140,0.14,0.000,0.000%,100,0.14,0.14,0.120 (228000),0.140 (186900)
886,$KIML,KIM LOONG RESOUR,2.310,2.26,0.040,1.770%,217300,2.32,2.26,2.300 (51800),2.310 (500)
887,$KIMT,KIM TECK,0.135,0.14,0.000,0.000%,421600,0.14,0.13,0.130 (27100),0.135 (441600)
888,$KICB,KIMLUN CORP,1.300,1.17,0.130,11.110%,3462600,1.30,1.19,1.290 (8000),1.300 (1700)
889,$KINE,KINERGY ADVANCEM,0.325,0.33,-0.005,-1.520%,5039600,0.33,0.33,0.325 (2480800),0.330 (696600)
890,$RIMB,RIMBUNAN SAWIT,0.180,0.18,0.000,0.000%,226600,0.18,0.18,0.180 (99400),0.185 (764100)
891,$RVWL,RIVERVIEW RUBBER,2.810,2.85,-0.040,-1.400%,100,2.81,2.81,2.850 (400),3.000 (2200)
892,$ROHA,ROHAS TECNIC BHD,0.240,0.24,0.000,0.000%,0,0.26,0.23,0.230 (143000),0.250 (20000)
893,$RTST,RTS TECHNOLOGY,0.165,0.17,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
894,$SFCA,S & F CAPITAL,0.080,0.08,0.000,0.000%,0,0.08,0.07,0.075 (230000),0.080 (234400)
895,$SDGS,S'GOR DREDGING,0.520,0.53,-0.010,-1.890%,2000,0.52,0.52,0.520 (18800),0.540 (20500)
896,$SAFE,SAFETYWARE GROUP,0.190,0.19,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
897,$SLCN,SALCON BHD,0.310,0.31,0.000,0.000%,875100,0.32,0.31,0.305 (247700),0.310 (72400)
898,$SALI,SALIRAN GROUP,0.215,0.22,-0.005,-2.270%,43500,0.22,0.22,0.215 (58000),0.220 (62300)
899,$SALU,SALUTICA BERHAD,0.210,0.21,0.000,0.000%,284900,0.22,0.21,0.205 (712200),0.210 (133300)
900,$KJTS,KJTS GROUP,1.160,1.17,-0.010,-0.850%,92600,1.17,1.16,1.160 (61400),1.170 (13400)
901,$KKBE,KKB ENGINEERING,1.260,1.26,0.000,0.000%,3000,1.28,1.26,1.260 (18300),1.300 (1500)
902,$KLRK,KLUANG RUBBER,5.650,5.65,0.000,0.000%,0,5.65,5.65,5.650 (500),5.820 (3000)
903,$KNMP,KNM GROUP BHD,0.025,0.03,0.000,0.000%,597600,0.03,0.03,0.025 (22682700),0.030 (3749400)
904,$KNUS,KNUSFORD BHD,0.590,0.60,-0.010,-1.670%,17000,0.59,0.59,0.590 (4000),0.615 (8500)
905,$KOBA,KOBAY TECHNOLOGY,1.240,1.22,0.030,2.460%,163400,1.25,1.21,1.230 (10500),1.250 (38600)
906,$KOMK,KOMARKCORP BHD,0.055,0.06,0.000,0.000%,800,0.06,0.05,0.055 (59600),0.060 (50000)
907,$KRIB,KOSSAN RUBBER,1.440,1.43,0.010,0.700%,1940500,1.45,1.41,1.430 (239000),1.440 (106700)
908,$KOIN,KOTRA INDUSTRIES,4.110,4.17,-0.060,-1.440%,9000,4.17,4.11,4.110 (5000),4.170 (10000)
909,$KPJH,KPJ HEALTHCARE,2.630,2.59,0.040,1.540%,4351000,2.63,2.57,2.620 (22500),2.630 (226100)
910,$KJTS,KJTS GROUP,1.160,1.17,-0.010,-0.850%,92600,1.17,1.16,1.160 (61400),1.170 (13400)
911,$KKBE,KKB ENGINEERING,1.260,1.26,0.000,0.000%,3000,1.28,1.26,1.260 (18300),1.300 (1500)
912,$KLRK,KLUANG RUBBER,5.650,5.65,0.000,0.000%,0,5.65,5.65,5.650 (500),5.820 (3000)
913,$KNMP,KNM GROUP BHD,0.025,0.03,0.000,0.000%,597600,0.03,0.03,0.025 (22682700),0.030 (3749400)
914,$KNUS,KNUSFORD BHD,0.590,0.60,-0.010,-1.670%,17000,0.59,0.59,0.590 (4000),0.615 (8500)
915,$KOBA,KOBAY TECHNOLOGY,1.240,1.22,0.030,2.460%,163400,1.25,1.21,1.230 (10500),1.250 (38600)
916,$KOMK,KOMARKCORP BHD,0.055,0.06,0.000,0.000%,800,0.06,0.05,0.055 (59600),0.060 (50000)
917,$KRIB,KOSSAN RUBBER,1.440,1.43,0.010,0.700%,1940500,1.45,1.41,1.430 (239000),1.440 (106700)
918,$KOIN,KOTRA INDUSTRIES,4.110,4.17,-0.060,-1.440%,9000,4.17,4.11,4.110 (5000),4.170 (10000)
919,$KPJH,KPJ HEALTHCARE,2.630,2.59,0.040,1.540%,4351000,2.63,2.57,2.620 (22500),2.630 (226100)
920,$KJTS,KJTS GROUP,1.160,1.17,-0.010,-0.850%,92600,1.17,1.16,1.160 (61400),1.170 (13400)
921,$KKBE,KKB ENGINEERING,1.260,1.26,0.000,0.000%,3000,1.28,1.26,1.260 (18300),1.300 (1500)
922,$KLRK,KLUANG RUBBER,5.650,5.65,0.000,0.000%,0,5.65,5.65,5.650 (500),5.820 (3000)
923,$KNMP,KNM GROUP BHD,0.025,0.03,0.000,0.000%,597600,0.03,0.03,0.025 (22682700),0.030 (3749400)
924,$KNUS,KNUSFORD BHD,0.590,0.60,-0.010,-1.670%,17000,0.59,0.59,0.590 (4000),0.615 (8500)
925,$KOBA,KOBAY TECHNOLOGY,1.240,1.22,0.030,2.460%,163400,1.25,1.21,1.230 (10500),1.250 (38600)
926,$KOMK,KOMARKCORP BHD,0.055,0.06,0.000,0.000%,800,0.06,0.05,0.055 (59600),0.060 (50000)
927,$KRIB,KOSSAN RUBBER,1.440,1.43,0.010,0.700%,1940500,1.45,1.41,1.430 (239000),1.440 (106700)
928,$KOIN,KOTRA INDUSTRIES,4.110,4.17,-0.060,-1.440%,9000,4.17,4.11,4.110 (5000),4.170 (10000)
929,$KPJH,KPJ HEALTHCARE,2.630,2.59,0.040,1.540%,4351000,2.63,2.57,2.620 (22500),2.630 (226100)
930,$SCHB,SEE HUP CONSOLID,0.785,0.79,0.000,0.000%,0,0.79,0.79,0.785 (100),0.800 (3200)
931,$SEER,SEERS BERHAD,0.100,0.10,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
932,$SEDU,SEG INTL,0.625,0.63,-0.005,-0.790%,511600,0.63,0.63,0.615 (87300),0.625 (15400)
933,$SENG,SENG FONG HOLDIN,0.790,0.80,-0.005,-0.630%,115900,0.79,0.79,0.785 (15200),0.790 (9800)
934,$SENH,SENHENG NEW,0.175,0.18,0.000,0.000%,516900,0.18,0.18,0.175 (548100),0.180 (163400)
935,$SENI,SENI JAYA CORP,0.315,0.33,-0.010,-3.080%,312000,0.32,0.31,0.315 (4000),0.325 (41800)
936,$SNTO,SENTORIA GROUP,0.005,0.01,0.000,0.000%,461600,0.01,0.01,0.000 (0),0.005 (2500)
937,$SERE,SEREMBAN ENG,0.520,0.52,0.000,0.000%,0,0.52,0.52,0.515 (29700),0.535 (500)
938,$SKOU,SERN KOU RESOURC,0.800,0.81,-0.010,-1.230%,3500,0.80,0.77,0.770 (2500),0.800 (2500)
939,$SSOL,SERSOL BERHAD,0.030,0.03,0.000,0.000%,0,0.03,0.03,0.025 (579600),0.030 (397200)
940,$SCHB,SEE HUP CONSOLID,0.785,0.79,0.000,0.000%,0,0.79,0.79,0.785 (100),0.800 (3200)
941,$SEER,SEERS BERHAD,0.100,0.10,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
942,$SEDU,SEG INTL,0.625,0.63,-0.005,-0.790%,511600,0.63,0.63,0.615 (87300),0.625 (15400)
943,$SENG,SENG FONG HOLDIN,0.790,0.80,-0.005,-0.630%,115900,0.79,0.79,0.785 (15200),0.790 (9800)
944,$SENH,SENHENG NEW,0.175,0.18,0.000,0.000%,516900,0.18,0.18,0.175 (548100),0.180 (163400)
945,$SENI,SENI JAYA CORP,0.315,0.33,-0.010,-3.080%,312000,0.32,0.31,0.315 (4000),0.325 (41800)
946,$SNTO,SENTORIA GROUP,0.005,0.01,0.000,0.000%,461600,0.01,0.01,0.000 (0),0.005 (2500)
947,$SERE,SEREMBAN ENG,0.520,0.52,0.000,0.000%,0,0.52,0.52,0.515 (29700),0.535 (500)
948,$SKOU,SERN KOU RESOURC,0.800,0.81,-0.010,-1.230%,3500,0.80,0.77,0.770 (2500),0.800 (2500)
949,$SSOL,SERSOL BERHAD,0.030,0.03,0.000,0.000%,0,0.03,0.03,0.025 (579600),0.030 (397200)
950,$LBIP,LBI CAPITAL BHD,0.465,0.47,0.000,0.000%,0,0.47,0.42,0.420 (5900),0.475 (65900)
951,$LBSB,LBS BINA GROUP,0.460,0.46,0.000,0.000%,1564800,0.47,0.46,0.455 (855400),0.460 (381800)
952,$LEAD,LEADER STL HLDG,0.405,0.41,0.000,0.000%,0,0.41,0.41,0.370 (12000),0.395 (1000)
953,$LEBT,LEBTECH BHD,0.785,0.79,0.000,0.000%,0,0.00,0.00,0.620 (3000),0.760 (1600)
954,$LHTM,LEE SWEE KIAT GR,0.480,0.48,0.000,0.000%,34100,0.48,0.48,0.480 (2000),0.485 (37500)
955,$LEFO,LEFORM,0.145,0.15,0.000,0.000%,30000,0.15,0.15,0.145 (861700),0.150 (365000)
956,$LEON,LEON FUAT BHD,0.355,0.36,0.000,0.000%,0,0.36,0.36,0.355 (31700),0.370 (3000)
957,$LEOG,LEONG HUP INT,0.615,0.61,0.005,0.820%,1574700,0.62,0.61,0.610 (658000),0.615 (642700)
958,$LFEC,LFE CORPORATION,0.180,0.18,0.000,0.000%,42000,0.18,0.18,0.180 (59400),0.185 (10000)
959,$LGMS,LGMS,0.900,0.89,0.010,1.120%,193300,0.92,0.90,0.895 (29600),0.900 (16900)
960,$SFPT,SFP TECH HOLDING,0.200,0.20,0.000,0.000%,1725800,0.21,0.20,0.200 (6596800),0.205 (3593900)
961,$SBRK,SG BAGAN RUBBER,5.810,5.81,-0.010,-0.170%,1000,5.80,5.80,5.810 (10100),5.820 (200)
962,$SHGM,SHANGRI-LA HOTEL,1.650,1.69,-0.040,-2.370%,44400,1.65,1.65,1.640 (24300),1.650 (20900)
963,$SHHR,SHH RESOURCES,1.230,1.28,-0.050,-3.910%,3000,1.23,1.23,1.230 (17000),1.280 (100)
964,$SHIN,SHIN YANG GROUP,0.800,0.80,0.000,0.000%,49600,0.81,0.80,0.795 (5000),0.800 (3100)
965,$SHLC,SHL CONSOLIDATED,2.270,2.27,0.000,0.000%,0,2.27,2.27,2.200 (5500),2.270 (5000)
966,$SIGA,SIGNATURE ALLIAN,0.720,0.72,0.000,0.000%,863900,0.73,0.72,0.715 (1048300),0.720 (265300)
967,$SGNA,SIGNATURE INTL,1.300,1.30,0.000,0.000%,14000,1.31,1.30,1.300 (46000),1.310 (62400)
968,$SIKC,SIK CHEONG,0.150,0.16,-0.005,-3.230%,761500,0.16,0.15,0.150 (5000),0.155 (145800)
969,$SIVR,SILVER RIDGE HLD,0.170,0.18,-0.005,-2.860%,1941600,0.17,0.17,0.170 (105100),0.175 (1088500)
970,$SFPT,SFP TECH HOLDING,0.200,0.20,0.000,0.000%,1725800,0.21,0.20,0.200 (6596800),0.205 (3593900)
971,$SBRK,SG BAGAN RUBBER,5.810,5.81,-0.010,-0.170%,1000,5.80,5.80,5.810 (10100),5.820 (200)
972,$SHGM,SHANGRI-LA HOTEL,1.650,1.69,-0.040,-2.370%,44400,1.65,1.65,1.640 (24300),1.650 (20900)
973,$SHHR,SHH RESOURCES,1.230,1.28,-0.050,-3.910%,3000,1.23,1.23,1.230 (17000),1.280 (100)
974,$SHIN,SHIN YANG GROUP,0.800,0.80,0.000,0.000%,49600,0.81,0.80,0.795 (5000),0.800 (3100)
975,$SHLC,SHL CONSOLIDATED,2.270,2.27,0.000,0.000%,0,2.27,2.27,2.200 (5500),2.270 (5000)
976,$SIGA,SIGNATURE ALLIAN,0.720,0.72,0.000,0.000%,863900,0.73,0.72,0.715 (1048300),0.720 (265300)
977,$SGNA,SIGNATURE INTL,1.300,1.30,0.000,0.000%,14000,1.31,1.30,1.300 (46000),1.310 (62400)
978,$SIKC,SIK CHEONG,0.150,0.16,-0.005,-3.230%,761500,0.16,0.15,0.150 (5000),0.155 (145800)
979,$SIVR,SILVER RIDGE HLD,0.170,0.18,-0.005,-2.860%,1941600,0.17,0.17,0.170 (105100),0.175 (1088500)
980,$SFPT,SFP TECH HOLDING,0.200,0.20,0.000,0.000%,1725800,0.21,0.20,0.200 (6596800),0.205 (3593900)
981,$SBRK,SG BAGAN RUBBER,5.810,5.81,-0.010,-0.170%,1000,5.80,5.80,5.810 (10100),5.820 (200)
982,$SHGM,SHANGRI-LA HOTEL,1.650,1.69,-0.040,-2.370%,44400,1.65,1.65,1.640 (24300),1.650 (20900)
983,$SHHR,SHH RESOURCES,1.230,1.28,-0.050,-3.910%,3000,1.23,1.23,1.230 (17000),1.280 (100)
984,$SHIN,SHIN YANG GROUP,0.800,0.80,0.000,0.000%,49600,0.81,0.80,0.795 (5000),0.800 (3100)
985,$SHLC,SHL CONSOLIDATED,2.270,2.27,0.000,0.000%,0,2.27,2.27,2.200 (5500),2.270 (5000)
986,$SIGA,SIGNATURE ALLIAN,0.720,0.72,0.000,0.000%,863900,0.73,0.72,0.715 (1048300),0.720 (265300)
987,$SGNA,SIGNATURE INTL,1.300,1.30,0.000,0.000%,14000,1.31,1.30,1.300 (46000),1.310 (62400)
988,$SIKC,SIK CHEONG,0.150,0.16,-0.005,-3.230%,761500,0.16,0.15,0.150 (5000),0.155 (145800)
989,$SIVR,SILVER RIDGE HLD,0.170,0.18,-0.005,-2.860%,1941600,0.17,0.17,0.170 (105100),0.175 (1088500)
990,$SLIN,SL INNOVATION,0.600,0.60,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
991,$SLPB,SLP RESOURCES,0.815,0.81,0.005,0.620%,100,0.82,0.82,0.815 (27500),0.865 (10000)
992,$SMAR,SMART ASIA CHE,0.205,0.21,0.000,0.000%,369400,0.21,0.20,0.205 (4200),0.210 (5900)
993,$SMIL,SMILE-LINK,0.125,0.13,0.000,0.000%,0,0.00,0.00,0.000 (0),0.130 (162500)
994,$SMBH,SMIS CORP BHD,0.650,0.62,0.030,4.840%,4500,0.65,0.65,0.620 (4500),0.645 (2000)
995,$SMRS,SMRT HOLDINGS,0.940,0.95,-0.010,-1.050%,535500,0.94,0.93,0.935 (20200),0.940 (172400)
996,$SMTR,SMTRACK BERHAD,0.010,0.01,0.000,0.000%,0,0.01,0.01,0.005 (121253500),0.010 (567500)
997,$SNOW,SNOWFIT GROUP,0.120,0.12,0.000,0.000%,0,0.12,0.12,0.000 (0),0.000 (0)
998,$SNSN,SNS NETWORK,0.555,0.55,0.005,0.910%,8925700,0.57,0.55,0.555 (608500),0.560 (1106700)
999,$SOLR,SOLAR DISTRICT,0.540,0.55,-0.005,-0.920%,11404900,0.55,0.54,0.540 (13400),0.545 (136400)
1000,$LIAN,LIANSON FLEET,0.945,0.95,-0.005,-0.530%,59900,0.95,0.95,0.945 (8900),0.950 (247700)
1001,$LHCK,LIEN HOE CORP,0.195,0.20,-0.005,-2.500%,600,0.20,0.20,0.195 (29400),0.205 (8400)
1002,$LIFE,LIFE WATER BERHA,0.805,0.81,0.000,0.000%,65400,0.82,0.81,0.805 (103100),0.810 (24000)
1003,$LHEN,LII HEN INDUSTRY,0.460,0.46,0.000,0.000%,77100,0.47,0.46,0.460 (21900),0.465 (113000)
1004,$LIMS,LIM SEONG HAI CA,0.800,0.80,0.000,0.000%,42600,0.81,0.80,0.800 (8500),0.805 (53100)
1005,$LLBM,LION INDUSTRIES,0.175,0.18,-0.005,-2.780%,842200,0.19,0.18,0.175 (66300),0.180 (302000)
1006,$LIOP,LION POSIM,0.300,0.28,0.020,7.140%,2100,0.30,0.28,0.280 (18000),0.300 (10200)
1007,$LKLI,LKL INTER BHD,0.060,0.06,0.000,0.000%,58800,0.06,0.06,0.055 (682300),0.060 (9200)
1008,$LOTT,LOTTE CHEMICAL,0.465,0.46,0.010,2.170%,747500,0.48,0.47,0.470 (36800),0.475 (243700)
1009,$LOTS,LOTUS CIRCULAR,0.350,0.35,0.000,0.000%,12000,0.35,0.35,0.345 (20000),0.350 (10900)
1010,$MALY,MALAYAN CEMENT,5.040,5.05,0.000,0.000%,165900,5.09,5.02,5.020 (4100),5.040 (6900)
1011,$MFMS,MALAYAN FLOUR,0.565,0.57,-0.005,-0.880%,1445100,0.58,0.57,0.565 (477400),0.570 (79700)
1012,$MHEB,MALAYSIA MARINE,0.355,0.35,0.005,1.430%,24500,0.36,0.35,0.355 (100),0.360 (18000)
1013,$MHBS,MALPAC HOLDING,0.745,0.78,-0.035,-4.490%,900,0.75,0.75,0.745 (2100),0.910 (1700)
1014,$MLTO,MALTON BHD,0.340,0.35,-0.005,-1.450%,117300,0.35,0.34,0.335 (334300),0.340 (100)
1015,$MANS,MANAGEPAY SYSTEM,0.080,0.08,0.000,0.000%,467000,0.08,0.08,0.080 (106700),0.085 (660200)
1016,$MANF,MANFORCE GROUP,0.240,0.24,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
1017,$MNLF,MANULIFE HLDGS,2.140,2.07,0.070,3.380%,22500,2.14,2.07,2.140 (900),2.150 (100)
1018,$MRHB,MARCO HOLDINGS,0.120,0.12,0.000,0.000%,0,0.12,0.12,0.120 (1614600),0.125 (466500)
1019,$MARI,MARINE & GENERAL,0.175,0.18,-0.005,-2.780%,457000,0.18,0.18,0.175 (550700),0.180 (730500)
1020,$MALY,MALAYAN CEMENT,5.040,5.05,0.000,0.000%,165900,5.09,5.02,5.020 (4100),5.040 (6900)
1021,$MFMS,MALAYAN FLOUR,0.565,0.57,-0.005,-0.880%,1445100,0.58,0.57,0.565 (477400),0.570 (79700)
1022,$MHEB,MALAYSIA MARINE,0.355,0.35,0.005,1.430%,24500,0.36,0.35,0.355 (100),0.360 (18000)
1023,$MHBS,MALPAC HOLDING,0.745,0.78,-0.035,-4.490%,900,0.75,0.75,0.745 (2100),0.910 (1700)
1024,$MLTO,MALTON BHD,0.340,0.35,-0.005,-1.450%,117300,0.35,0.34,0.335 (334300),0.340 (100)
1025,$MANS,MANAGEPAY SYSTEM,0.080,0.08,0.000,0.000%,467000,0.08,0.08,0.080 (106700),0.085 (660200)
1026,$MANF,MANFORCE GROUP,0.240,0.24,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
1027,$MNLF,MANULIFE HLDGS,2.140,2.07,0.070,3.380%,22500,2.14,2.07,2.140 (900),2.150 (100)
1028,$MRHB,MARCO HOLDINGS,0.120,0.12,0.000,0.000%,0,0.12,0.12,0.120 (1614600),0.125 (466500)
1029,$MARI,MARINE & GENERAL,0.175,0.18,-0.005,-2.780%,457000,0.18,0.18,0.175 (550700),0.180 (730500)
1030,$SUPR,SUPREME CONSOLID,0.235,0.24,-0.005,-2.080%,51300,0.24,0.24,0.235 (88800),0.240 (28200)
1031,$SURI,SURIA CAPITAL,1.680,1.68,0.000,0.000%,9200,1.68,1.65,1.650 (9000),1.680 (1500)
1032,$SWIT,SWIFT ENERGY TEC,0.285,0.29,0.000,0.000%,2881000,0.29,0.29,0.285 (44200),0.290 (664100)
1033,$SWIF,SWIFT HAULAGE,0.400,0.41,-0.010,-2.440%,116000,0.40,0.40,0.395 (130000),0.400 (4000)
1034,$SWSB,SWS CAPITAL BHD,0.130,0.13,0.000,0.000%,161100,0.14,0.13,0.125 (330000),0.130 (7700)
1035,$SYCA,SYCAL VENTURES,0.175,0.18,-0.005,-2.780%,18400,0.18,0.17,0.170 (2000),0.175 (24300)
1036,$SYML,SYMPHONY LIFE,0.215,0.19,0.010,5.260%,223500,0.20,0.19,0.200 (1000),0.210 (10000)
1037,$SYNE,SYNERGY HOUSE,0.440,0.45,-0.010,-2.220%,470000,0.46,0.44,0.440 (5600),0.460 (15100)
1038,$SYST,SYSTECH,0.190,0.18,0.010,5.560%,2406100,0.20,0.18,0.185 (546500),0.190 (79500)
1039,$TAKA,SYT TAKAFUL MSIA,3.410,3.41,0.020,0.590%,130900,3.46,3.41,3.410 (26900),3.430 (1200)
1040,$SUPR,SUPREME CONSOLID,0.235,0.24,-0.005,-2.080%,51300,0.24,0.24,0.235 (88800),0.240 (28200)
1041,$SURI,SURIA CAPITAL,1.680,1.68,0.000,0.000%,9200,1.68,1.65,1.650 (9000),1.680 (1500)
1042,$SWIT,SWIFT ENERGY TEC,0.285,0.29,0.000,0.000%,2881000,0.29,0.29,0.285 (44200),0.290 (664100)
1043,$SWIF,SWIFT HAULAGE,0.400,0.41,-0.010,-2.440%,116000,0.40,0.40,0.395 (130000),0.400 (4000)
1044,$SWSB,SWS CAPITAL BHD,0.130,0.13,0.000,0.000%,161100,0.14,0.13,0.125 (330000),0.130 (7700)
1045,$SYCA,SYCAL VENTURES,0.175,0.18,-0.005,-2.780%,18400,0.18,0.17,0.170 (2000),0.175 (24300)
1046,$SYML,SYMPHONY LIFE,0.215,0.19,0.010,5.260%,223500,0.20,0.19,0.200 (1000),0.210 (10000)
1047,$SYNE,SYNERGY HOUSE,0.440,0.45,-0.010,-2.220%,470000,0.46,0.44,0.440 (5600),0.460 (15100)
1048,$SYST,SYSTECH,0.190,0.18,0.010,5.560%,2406100,0.20,0.18,0.185 (546500),0.190 (79500)
1049,$TAKA,SYT TAKAFUL MSIA,3.410,3.41,0.020,0.590%,130900,3.46,3.41,3.410 (26900),3.430 (1200)
1050,$OCRG,OCR GROUP BERHAD,0.030,0.04,-0.005,-14.290%,80000,0.04,0.03,0.030 (100346700),0.035 (5127000)
1051,$OKAC,OKA CORP BHD,0.500,0.50,0.000,0.000%,0,0.50,0.50,0.500 (400),0.515 (41100)
1052,$OLYM,OLYMPIA IND BHD,0.055,0.06,-0.005,-8.330%,427300,0.06,0.06,0.055 (211500),0.060 (944000)
1053,$OMHO,OM HOLDINGS,0.840,0.81,0.030,3.700%,38400,0.84,0.81,0.835 (2000),0.845 (3000)
1054,$OMES,OMESTI BHD,0.085,0.09,0.000,0.000%,97000,0.09,0.08,0.080 (526000),0.085 (369900)
1055,$ONEG,ONE GLOVE GROUP,0.180,0.19,-0.010,-5.260%,40000,0.18,0.18,0.180 (140000),0.185 (30000)
1056,$ONET,ONETECH SOLUTION,0.200,0.20,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
1057,$ONLY,ONLY WORLD BHD,0.205,0.21,-0.005,-2.380%,6200,0.21,0.21,0.205 (28800),0.210 (24600)
1058,$OPYS,OPENSYS BHD,0.315,0.32,0.000,0.000%,41100,0.32,0.31,0.310 (54000),0.315 (187200)
1059,$OPPS,OPPSTAR,0.435,0.42,0.015,3.570%,2337200,0.44,0.42,0.430 (415100),0.435 (343900)
1060,$TTVS,TT VISION HOLDIN,0.560,0.56,0.010,1.800%,1350900,0.58,0.55,0.560 (15100),0.565 (105800)
1061,$TUJU,TUJU SETIA,0.220,0.23,-0.010,-4.350%,37700,0.24,0.22,0.220 (52400),0.230 (600)
1062,$TUNE,TUNE PROTECT GRP,0.280,0.29,-0.005,-1.750%,190300,0.28,0.28,0.280 (37700),0.285 (402400)
1063,$TURB,TURBO-MECH,0.410,0.41,0.000,0.000%,0,0.41,0.41,0.410 (15000),0.680 (3000)
1064,$TURY,TURIYA BHD,0.275,0.28,0.000,0.000%,51000,0.28,0.28,0.275 (64400),0.285 (5000)
1065,$TWLH,TWL HOLDINGS,0.025,0.03,-0.005,-16.670%,23991800,0.03,0.03,0.025 (62849100),0.030 (61658800)
